plz,lat,lon,ort
4133,47.51850575,7.692788777,Pratteln 2
1110,46.51401008,6.493130602,Morges
4142,47.51857454,7.617445685,Münchenstein
4142,47.51857454,7.617445685,Münchenstein 1
4142,47.51857454,7.617445685,Münchenstein 3
4143,47.47655305,7.624302682,Dornach
4143,47.47655305,7.624302682,Dornach 1
4143,47.47655305,7.624302682,Dornach 2
4144,47.49545185,7.628339203,Arlesheim
1110,46.51401008,6.493130602,Morges 1
4145,47.477096,7.658979,Gempen
4146,47.453484,7.639069,Hochwald
4147,47.472751,7.584885,Aesch BL
4148,47.45724207,7.580325568,Pfeffingen
4153,47.496518,7.585934,Reinach BL
4153,47.496518,7.585934,Reinach BL 1
4153,47.496518,7.585934,Reinach BL 2
4202,47.452244,7.610378,Duggingen
1110,46.51401008,6.493130602,Morges 2
4203,47.4389491,7.586717302,Grellingen
4206,47.425864,7.642147,Seewen
4207,47.397758,7.652126,Bretzwil
4208,47.39787585,7.616402826,Nunningen
4222,47.4359424,7.527932918,Zwingen
4225,47.418974,7.545888,Brislach
4226,47.40651425,7.557159233,Breitenbach
4227,47.3897611,7.544723766,Büsserach
4228,47.371732,7.544764,Erschwil
4242,47.41017917,7.490166316,Laufen
4243,47.432933,7.492666,Dittingen
4244,47.432871,7.464282,Röschenz
4245,47.426903,7.417768,Kleinlützel
4204,47.423885,7.591429,Himmelried
4223,47.449864,7.522261,Blauen
4224,47.445511,7.549794,Nenzlingen
4229,47.354351,7.563666,Beinwil
4232,47.396947,7.578931,Fehren
4233,47.37935969,7.588915876,Meltingen
4234,47.388002,7.602075,Zullwil
4246,47.393918,7.511952,Wahlen
4247,47.378656,7.506261,Grindel
4252,47.384507,7.466045,Bärschwil
1112,46.526924,6.493396,Echichens
4252,47.384507,7.466045,Bärschwil Dorf
4253,47.40074,7.426965,Liesberg
4254,47.403675,7.431795,Liesberg Dorf
4302,47.523931,7.710554,Augst
4303,47.53611371,7.742240767,Kaiseraugst
4303,47.53611371,7.742240767,Kaiseraugst Lieb.
4304,47.513104,7.738453,Giebenach
1167,46.49606,6.444645,Lussy-sur-Morges
4305,47.521527,7.778841,Olsberg
4310,47.55589992,7.804628303,Rheinfelden
4310,47.55589992,7.804628303,Rheinfelden 1
4310,47.55589992,7.804628303,Rheinfelden 2
4312,47.52038333,7.810193244,Magden
4313,47.56329722,7.854058398,Möhlin
4314,47.54323983,7.876346311,Zeiningen
4315,47.52544,7.900246,Zuzgen
4316,47.506901,7.916505,Hellikon
1132,46.500568,6.443697,Lully VD
4317,47.49388522,7.931231788,Wegenstetten
4322,47.546191,7.915062,Mumpf
4323,47.56805161,7.89788438,Wallbach
4324,47.526992,7.929257,Obermumpf
4325,47.51287,7.962375,Schupfart
4332,47.542713,7.940332,Stein AG
4333,46.820696,6.488999,Münchwilen AG
4334,47.549217,7.982954,Sisseln
1131,46.50163235,6.477175167,Tolochenaz
5080,47.55659434,8.063215735,Laufenburg
5082,47.53900005,8.044941693,Kaisten
5083,47.518341,8.056519,Ittenthal
5084,47.555919,8.089069,Rheinsulz
5085,47.538551,8.084892,Sulz AG
5275,47.570983,8.112723,Etzgen
5274,47.56667,8.12625,Mettau
1125,46.53191,6.474588,Monnaz
5273,47.552731,8.115638,Oberhofen AG
5272,47.536233,8.126227,Gansingen
5276,47.565945,8.154864,Wil AG
5277,47.543034,8.161843,Hottwil
5326,47.584987,8.144856,Schwaderloch
5325,47.58972504,8.178484922,Leibstadt
5324,47.602662,8.200742,Full-Reuenthal
4402,47.50095824,7.697015663,Frenkendorf
1126,46.530833,6.463538,Vaux-sur-Morges
4410,47.48541198,7.725729908,Liestal
4410,47.48541198,7.725729908,Liestal Kaserne
4411,47.46196198,7.71568005,Seltisberg
4412,47.460757,7.690183,Nuglar-St.Pantaleon
4413,47.447666,7.67218,Büren SO
4414,47.51095711,7.732017691,Füllinsdorf
4415,47.47055606,7.765587332,Lausen
1127,46.545933,6.445828,Clarmont
4416,47.44580937,7.737059288,Bubendorf
4417,47.42902886,7.702688052,Ziefen
4418,47.3957244,7.690068485,Reigoldswil
4419,47.438658,7.695821,Lupsingen
4421,47.460751,7.69019,St. Pantaleon
4422,47.50952334,7.766934188,Arisdorf
4423,47.486168,7.779415,Hersberg
4424,47.414999,7.712544,Arboldswil
4425,47.401741,7.716374,Titterten
1128,46.538109,6.43971,Reverolle
4426,47.387153,7.665397,Lauwil
4431,47.396023,7.771294,Bennwil
4432,47.42669,7.752938,Lampenberg
4433,47.443084,7.766241,Ramlinsburg
4434,47.42590918,7.774969699,Hölstein
4435,47.41089209,7.748016084,Niederdorf
4436,47.387014,7.715766,Oberdorf BL
1113,46.546192,6.490415,Saint-Saphorin-sur-Morges
4437,47.3766645,7.739419275,Waldenburg
4438,47.35797779,7.770934515,Langenbruck
4441,47.45310027,7.828875503,Thürnen
4442,47.443554,7.841966,Diepflingen
4443,47.4285,7.838893,Wittinsburg
4444,47.424298,7.862197,Rümlingen
4445,47.408502,7.867038,Häfelfingen
4446,47.410769,7.848154,Buckten
1114,46.55421,6.461996,Colombier VD
4447,47.410854,7.832038,Känerkinden
4448,47.39363531,7.855759421,Läufelfingen
4450,47.47219223,7.807727401,Sissach
4451,47.489021,7.822875,Wintersingen
4452,47.4648249,7.784809533,Itingen
4453,47.489309,7.795193,Nusshof
4455,47.44509465,7.798600049,Zunzgen
1115,46.573068,6.477375,Vullierens
4456,47.43256789,7.814884145,Tenniken
4457,47.40924388,7.809907395,Diegten
4458,47.380087,7.819396,Eptingen
4460,47.45692699,7.858516706,Gelterkinden
4461,47.466136,7.83246,Böckten
4465,47.464104,7.884622,Hemmiken
4469,47.447107,7.933423,Anwil
1116,46.572465,6.453207,Cottens VD
4462,47.482914,7.846253,Rickenbach BL
4463,47.505769,7.864338,Buus
4464,47.521894,7.838998,Maisprach
4466,47.4730516,7.878411546,Ormalingen
4467,47.467605,7.917018,Rothenfluh
4468,47.436677,7.965966,Kienberg
4492,47.445678,7.893283,Tecknau
4493,47.440539,7.907641,Wenslingen
4494,47.42989,7.933117,Oltingen
1117,46.593785,6.463387,Grancy
4495,47.41357,7.910337,Zeglingen
4496,47.424506,7.882551,Kilchberg BL
4497,47.432095,7.881264,Rünenberg
4500,47.20837282,7.530110892,Solothurn
4500,47.20837282,7.530110892,Solothurn 1
4500,47.20837282,7.530110892,Solothurn 1 Zust
4501,47.20837282,7.530110892,Solothurn
1304,46.59917881,6.484664715,Senarclens
4502,47.20837282,7.530110892,Solothurn
4503,47.20837282,7.530110892,Solothurn
4515,47.237892,7.471323,Weissenstein
4525,47.260392,7.543842,Balm b. Günsberg
1121,46.543998,6.518788,Bremblens
4523,47.249268,7.056852,Niederwil SO
4535,47.244383,7.588875,Hubersdorf
4539,47.267862,7.610398,Rumisberg
4539,47.267862,7.610398,Farnern
4557,47.180387,7.624709,Horriwil
4558,47.154839,7.637743,Hersiwil
4512,47.2105447,7.495781999,Bellach
4513,47.22169561,7.515532114,Langendorf
4514,47.22842758,7.467874864,Lommiswil
4515,47.237892,7.471323,Oberdorf SO
1122,46.55617,6.508911,Romanel-sur-Morges
4522,47.24058906,7.533416193,Rüttenen
4524,47.26300777,7.574271251,Günsberg
4528,47.20575982,7.563644082,Zuchwil
4532,47.214489,7.555903643,Feldbrunnen-St.Niklaus
4533,47.23191827,7.570031419,Riedholz
4534,47.23425166,7.602219548,Flumenthal
4536,47.25326291,7.610746423,Attiswil
4537,47.24568401,7.651681489,Wiedlisbach
4538,47.25406127,7.677555369,Oberbipp
4552,47.19184943,7.589909257,Derendingen
1123,46.56825925,6.510843005,Aclens
4553,47.20006594,7.623902554,Subingen
4554,47.18784976,7.645775648,Etziken
3375,47.199536,7.664476,Inkwil
4562,47.18503405,7.547802393,Biberist
4563,47.17056289,7.572042058,Gerlafingen
4564,47.16173337,7.584099888,Obergerlafingen
4564,47.16173337,7.584099888,Zielebach
4565,47.15988399,7.601581274,Recherswil
1124,46.585151,6.511818,Gollion
4566,47.17489637,7.595071362,Kriegstetten
4581,47.150716,7.512753,Küttigkofen
4586,47.142041,7.510683,Kyburg-Buchegg
4582,47.135794,7.494592,Brügglen
4583,47.12324,7.462918,Mühledorf SO
4579,47.136245,7.431983,Gossliwil
4578,47.146907,7.452348,Bibern SO
4571,47.159507,7.501963,Lüterkofen-Ichertswil
4571,47.159507,7.501963,Ichertswil
4576,47.145911,7.481452,Tscheppach
4577,47.141927,7.45996,Hessigkofen
4584,47.119934,7.440955,Lüterswil-Gächliwil
4585,47.110723,7.418802,Biezwil
4587,47.126791,7.498148,Aetingen
4588,47.108465,7.46164,Unterramsern
4588,47.108465,7.46164,Oberramsern
4574,47.18261016,7.489141689,Nennigkofen
4574,47.18261016,7.489141689,Lüsslingen
4600,47.34483361,7.900143056,Olten
4600,47.34483361,7.900143056,Olten 1
4600,47.34483361,7.900143056,Olten 2 Zustellung
1134,46.513821,6.473592,Vufflens-le-Château
4600,47.34483361,7.900143056,Olten Swisscom
4601,47.352119,7.904029,Olten
4603,47.34483361,7.900143056,Olten
4612,47.341769,7.870865,Wangen b. Olten
4613,47.342294,7.842657,Rickenbach SO
1135,46.515855,6.452254,Denens
4614,47.34542582,7.824530691,Hägendorf
4616,47.320832,7.85304,Kappel SO
4617,47.31283831,7.835256843,Gunzgen
4618,47.303679,7.853101,Boningen
4622,47.32599845,7.796370263,Egerkingen
4623,47.29724696,7.800829836,Neuendorf
4624,47.30460113,7.821389782,Härkingen
4625,47.31219128,7.759867619,Oberbuchsiten
4626,47.289866,7.769017,Niederbuchsiten
4632,47.36972729,7.8895303,Trimbach
1136,46.528814,6.440662,Bussy-Chardonney
4652,47.36982739,7.924736082,Winznau
4653,47.36414135,7.954139667,Obergösgen
4654,47.38852028,7.934748964,Lostorf
4655,47.393915,7.968304,Stüsslingen
4655,47.393915,7.968304,Rohr SO
4656,47.34304972,7.927110166,Starrkirch-Wil
4657,47.34475704,7.946261978,Dulliken
4658,47.355475,7.97978,Däniken
1169,46.524228,6.409048,Yens
4663,47.32417105,7.907357681,Aarburg
4665,47.31337983,7.938951629,Oftringen
4665,47.31337983,7.938951629,Oftringen 1
4665,47.31337983,7.938951629,Oftringen 2
4615,47.352307,7.814686,Allerheiligenberg
4633,47.362931,7.74835974,Hauenstein-Ifenthal
1168,46.506377,6.426473,Villars-sous-Yens
4634,47.394426,7.873898,Wisen SO
4702,47.28794957,7.722680155,Oensingen
4703,47.27633898,7.753319322,Kestenholz
4704,47.26620059,7.703813057,Niederbipp
3380,47.23110639,7.650196669,Wangen an der Aare
3377,47.223522,7.683358,Walliswil b. Wangen
4543,47.21797057,7.62069114,Deitingen
1144,46.553149,6.377318,Ballens
4542,47.21595937,7.586783526,Luterbach
4710,47.31444624,7.700378705,Balsthal
4710,47.31444624,7.700378705,Balsthal Postauto
4714,47.309634,7.592962,Aedermannsdorf
4715,47.293577,7.572722,Herbetswil
4719,47.351663,7.642716783,Ramiswil
4712,47.31424256,7.655450314,Laupersdorf
1149,46.56536,6.326259,Berolle
4713,47.3048393,7.626994828,Matzendorf
4716,47.27607355,7.520595214,Welschenrohr
4716,47.27607355,7.520595214,Gänsbrunnen
4717,47.351926,7.69902912,Mümliswil-Ramiswil
4718,47.331459,7.751357,Holderbank SO
4800,47.288833,7.963335806,Zofingen
4801,47.288621,7.94631,Zofingen
4802,47.28179692,7.922699624,Strengelbach
4803,47.27002933,7.89234284,Vordemwald
4805,47.25470257,7.927486442,Brittnau
1146,46.577414,6.338158,Mollens VD
4806,47.26769481,7.979037748,Wikon
4812,47.303173,7.984882,Mühlethal
4813,47.30363756,8.008985116,Uerkheim
4814,47.284175,8.002902,Bottenwil
4852,47.29834481,7.885365674,Rothrist
4853,47.25798188,7.855140377,Murgenthal
4629,47.28079905,7.832770075,Fulenbach
4628,47.27012738,7.798212971,Wolfwil
4856,47.258647,7.84517,Glashütten
1147,46.602411,6.369704,Montricher
4853,47.25798188,7.855140377,Riken AG
4900,47.21583762,7.794558515,Langenthal
4900,47.21583762,7.794558515,Langenthal 1
4901,47.21206,7.789998,Langenthal
4902,47.21583762,7.794558515,Langenthal
4911,47.255555,7.766726,Schwarzhäusern
4912,47.23529519,7.763455953,Aarwangen
1142,46.58623948,6.421975291,Pampigny
4913,47.238312,7.726483,Bannwil
4914,47.235571,7.817182,Roggwil BE
4915,47.227325,7.839125,St. Urban
4916,46.875973,7.278834,Untersteckholz
4917,47.17711476,7.856183617,Melchnau
4917,47.17711476,7.856183617,Busswil b. Melchnau
4955,47.142664,7.869465,Gondiswil
4919,47.159524,7.839466,Reisiswil
4922,47.205002,7.734421,Bützberg
1141,46.568625,6.440116,Sévery
4923,47.25613607,7.805384471,Wynau
4924,47.20048,7.824017,Obersteckholz
4932,47.19021005,7.792078091,Lotzwil
4933,47.170376,7.770555,Rütschelen
4934,47.16194243,7.811013687,Madiswil
4935,47.145162,7.764874,Leimiswil
4936,47.140837,7.791827,Kleindietwil
4937,47.12934301,7.764155037,Ursenbach
1143,46.55498269,6.416560235,Apples
4938,47.13190018,7.810751548,Rohrbach
4942,47.102269,7.762373,Walterswil BE
4943,47.109621,7.745695,Oeschenbach
4944,47.132304,7.83405,Auswil
4938,47.13190018,7.810751548,Rohrbachgraben
4950,47.10776251,7.846432655,Huttwil
4952,47.07175062,7.857705185,Eriswil
4953,47.107239,7.8283,Schwarzenbach BE
4954,47.07401812,7.821409183,Wyssachen
1145,46.54782406,6.317485324,Bière
5000,47.38875067,8.048299599,Aarau
5000,47.38875067,8.048299599,Aarau 3
5000,47.38875067,8.048299599,Aarau 1 Zustellung
5000,47.38875067,8.048299599,Aarau Postauto AG
5000,47.38875067,8.048299599,Aarau Kaserne
5001,47.391815,8.04999,Aarau
1148,46.62443778,6.393140816,L'Isle
5001,47.391815,8.04999,Aarau 1 Fächer
5004,47.38875067,8.048299599,Aarau
5012,47.37314528,8.009535055,Schönenwerd
5013,47.37344871,7.983956508,Niedergösgen
5014,47.347761,7.996405,Gretzenbach
5015,47.405869,7.993739068,Erlinsbach SO
1162,46.485439,6.447188,Saint-Prex
5017,47.42159,7.972965,Barmelweid
5022,47.40771,8.049745,Rombach
5023,47.417602,8.082315,Biberstein
5024,47.42028042,8.044091303,Küttigen
5025,47.442139,8.0538,Asp
5026,47.45115,8.054979,Densbüren
5027,47.466292,8.043119,Herznach
5028,47.48534864,8.043472935,Ueken
5032,47.405464,8.082255,Rohr AG
1163,46.48423685,6.421743553,Etoy
5033,47.392417,8.064227,Buchs AG
5034,47.37484082,8.083878703,Suhr
5035,47.36835324,8.042742104,Unterentfelden
5036,47.35422136,8.041283723,Oberentfelden
5037,47.33296077,8.062781007,Muhen
1164,46.465948,6.412819,Buchillon
5040,47.30533988,8.055738268,Schöftland
5042,47.31756475,8.067216335,Hirschthal
5043,47.319475,8.034354333,Holziken
5044,47.290618,8.087858,Schlossrued
5046,47.264278,8.107676,Schmiedrued
5046,47.264278,8.107676,Walde AG
5053,47.28307765,8.038718222,Staffelbach
5054,47.266467,8.064149,Kirchleerau-Moosle
5054,47.266467,8.064149,Kirchleerau
1165,46.469439,6.393875,Allaman
5054,47.266467,8.064149,Moosleerau
5056,47.25785,8.037848,Attelwil
5057,47.25150413,8.035574639,Reitnau
5102,47.40377834,8.131703243,Rupperswil
5103,47.368434,8.165507927,Wildegg
5105,47.418092,8.126777,Auenstein
5106,47.430628,8.129397,Veltheim AG
5107,47.450352,8.130330258,Schinznach-Dorf
1166,46.47019063,6.359026054,Perroy
5108,47.435413,8.120325,Oberflachs
5112,47.437401,8.090244,Thalheim AG
5113,47.430826,8.14388,Holderbank AG
5103,47.368434,8.165507927,Möriken-Wildegg
5116,47.425809,8.164999936,Schinznach-Bad
5245,47.461516,8.185533,Habsburg
5246,47.446326,8.183993,Scherz
5200,47.484179,8.206764,Brugg
5200,47.484179,8.206764,Brugg AG 1
5210,47.47590396,8.222125938,Windisch
1170,46.49057858,6.385121202,Aubonne
5200,47.484179,8.206764,Brugg AG 3
5200,47.484179,8.206764,Brugg AG Kaserne
5201,47.483799,8.20725,Brugg AG
5212,47.459932,8.16511,Hausen AG
5213,47.47253178,8.162601749,Villnachern
5222,47.477264,8.187223,Umiken
5223,47.49399154,8.18678605,Riniken
5224,47.465134,8.122303,Unterbözberg
5225,47.499354,8.153792,Oberbözberg
5233,47.516216,8.194453993,Stilli
5234,47.5295648,8.207279719,Villigen
5235,47.503502,8.210087,Rüfenach
5236,47.514841,8.176164,Remigen
5237,47.515083,8.134084,Mönthal
5242,47.433034,8.211387,Birr-Lupfig
5242,47.433034,8.211387,Birr
5242,47.433034,8.211387,Lupfig
5243,47.45017,8.237811,Mülligen
5244,47.433918,8.241428,Birrhard
5078,47.492522,8.112964,Effingen
5076,47.4965243,8.085846337,Bözen
5077,47.50759,8.097007,Elfingen
5079,47.46958,8.089244,Zeihen
5075,47.50127,8.063723,Hornussen
5070,47.50969225,8.014176295,Frick
5072,47.516291,8.016105,Oeschgen
5073,47.49290691,7.996249102,Gipf-Oberfrick
5064,47.477699,7.973801,Wittnau
5063,47.46249515,8.000449213,Wölflinswil
5062,47.439972,8.000675,Oberhof
5074,47.53711054,7.989215374,Eiken
5300,47.48778216,8.25899576,Turgi
5301,23.24585,108.209892,Siggenthal Station
5303,47.53213,8.249260621,Würenlingen
5304,47.53070369,8.290132361,Endingen
1172,46.483594,6.348935,Bougy-Villars
5305,47.54564,8.287957,Unterendingen
5306,47.562604,8.284845,Tegerfelden
5312,47.56000372,8.253039396,Döttingen
5313,47.58864871,8.250678629,Klingnau
5314,47.570997,8.247115,Kleindöttingen
5315,47.555672,8.225764,Böttstein
5316,47.58002651,8.207978997,Leuggern
5317,47.576704,8.198804,Hettenschwil
1173,46.47881227,6.372688143,Féchy
5318,47.550629,8.18329,Mandach
5322,47.6043659,8.244870788,Koblenz
5400,47.46512856,8.289657545,Baden
5400,47.46512856,8.289657545,Baden 1
5408,47.480363,8.322162,Ennetbaden
5400,47.46512856,8.289657545,Baden 1 PAD
5401,47.47433,8.306445,Baden
1174,46.491894,6.345857,Montherod
5402,47.46512856,8.289657545,Baden
5404,47.47433,8.306445,Baden
5405,47.46512856,8.289657545,Baden
5406,47.46512856,8.289657545,Baden
5412,47.48046904,8.247576934,Gebenstorf
5413,47.456019,8.2404,Birmenstorf AG
5415,47.4867,8.293214,Nussbaumen AG
5416,47.498691,8.282601,Kirchdorf AG
1175,46.499284,6.403955,Lavigny
5417,47.50672424,8.256476261,Untersiggenthal
5420,47.49435811,8.346856572,Ehrendingen
5423,47.500853,8.317444,Freienwil
5425,47.52495653,8.361766692,Schneisingen
5426,47.525018,8.288422,Lengnau AG
5430,47.46678817,8.341301535,Wettingen
5430,47.46678817,8.341301535,Wettingen 1
1176,46.516695,6.381852,Saint-Livres
5430,47.46678817,8.341301535,Wettingen 2
5430,47.46678817,8.341301535,Wettingen 3
5431,47.473518,8.3076,Wettingen Sonderd
5432,47.44406642,8.325173657,Neuenhof
5442,47.43751579,8.290790703,Fislisbach
5443,47.42011336,8.301405263,Niederrohrdorf
5444,47.38597651,8.325406887,Künten
5445,47.370185,8.337094,Eggenwil
5452,47.42514095,8.320548512,Oberrohrdorf
5453,47.403811,8.321078,Remetschwil
5454,47.39159144,8.3494253,Bellikon
5502,47.38415985,8.122864024,Hunzenschwil
5503,47.3737179,8.139241525,Schafisheim
5504,47.4015961,8.214691876,Othmarsingen
5505,47.419239,8.21607,Brunegg
5506,47.41220619,8.233757694,Mägenwil
5507,47.4211587,8.274184741,Mellingen
5512,47.41674295,8.253930607,Wohlenschwil
5522,47.39998411,8.279295921,Tägerig
1180,46.45757408,6.33155552,Rolle
5524,47.377928,8.288029,Nesselnbach
5524,47.377928,8.288029,Niederwil AG
5525,47.368998,8.306164,Fischbach-Göslikon
5600,47.385567,8.180536633,Lenzburg
5600,47.385567,8.180536633,Lenzburg 1
5600,47.385567,8.180536633,Lenzburg 2
5600,47.385567,8.180536633,Ammerswil
5603,47.37868954,8.16009886,Staufen
5604,47.384488,8.216108,Hendschiken
5605,47.38060086,8.242567297,Dottikon
5606,47.36162908,8.221878084,Dintikon
5607,47.39003387,8.258288136,Hägglingen
5608,47.401022,8.304382,Stetten AG
5610,47.350491,8.278694,Wohlen AG
5610,47.350491,8.278694,Wohlen AG 1
5610,47.350491,8.278694,Wohlen AG 2
5611,47.36376,8.26404,Anglikon
5619,47.314574,8.273555,Büttikon
5612,47.35102739,8.241073436,Villmergen
5613,47.330412,8.244584,Hilfikon
5614,47.31135036,8.252722259,Sarmenstorf
5615,47.28972192,8.243109809,Fahrwangen
5616,47.29694447,8.227536339,Meisterschwanden
5617,47.306311,8.221877,Tennwil
5618,47.28805776,8.274749199,Bettwil
5620,47.357624,8.329926,Bremgarten AG
5621,47.344121,8.355828,Zufikon
1182,46.457345,6.300124,Gilly
5620,47.357624,8.329926,Bremgarten AG Kas
5622,47.33409616,8.298948244,Waltenschwil
5623,47.29760284,8.308632727,Boswil
5624,47.32005634,8.322586658,Bünzen
5625,47.309045,8.289836,Kallern
5626,47.329823,8.339255,Hermetschwil-Staffeln
5627,47.308417,8.342063,Besenbüren
5628,47.286906,8.364863,Aristau
5630,47.270836,8.331523,Muri AG
5632,47.267594,8.311205,Buttwil
1183,46.45203122,6.286230864,Bursins
5634,47.26274773,8.383945774,Merenschwand
5636,47.245797,8.35749,Benzenschwil
5637,47.225732,8.331399,Beinwil (Freiamt)
5642,47.233177,8.388037,Mühlau
5643,47.18607882,8.373139655,Sins
5644,47.21480568,8.362525089,Auw
5645,47.183296,8.363940542,Aettenschwil
1184,46.439446,6.269118,Vinzel
5646,47.169938,8.351345,Abtwil
5647,47.16682,8.397739,Oberrüti
5643,47.18607882,8.373139655,Alikon
5702,47.40356723,8.170348464,Niederlenz
5703,47.34820398,8.157619315,Seon
5704,47.351559,8.189607,Egliswil
5705,47.326409,8.178663,Hallwil
5706,47.3120405,8.190778244,Boniswil
5707,47.32926337,8.208857535,Seengen
1184,46.439446,6.269118,Luins
5708,47.290524,8.196255,Birrwil
5712,47.26508155,8.2052591,Beinwil am See
5722,47.35154052,8.10677128,Gränichen
5723,47.323587,8.096723,Teufenthal AG
5724,47.323379,8.154393,Dürrenäsch
5725,47.305936,8.170736,Leutwil
5726,47.31887227,8.103555679,Unterkulm
5727,47.29839452,8.126003247,Oberkulm
5728,47.26750466,8.141171931,Gontenschwil
1185,46.47536143,6.336313012,Mont-sur-Rolle
5732,47.288271,8.16201748,Zetzwil
5733,47.295491,8.188505,Leimbach AG
5734,47.260831,8.161962,Reinach AG
5735,47.243827,8.164853,Pfeffikon
5736,47.232669,8.166391,Burg AG
5737,47.23602433,8.186587788,Menziken
1186,46.484656,6.315795,Essertines-sur-Rolle
5742,47.33356574,8.021016648,Kölliken
5745,47.31967394,7.986948051,Safenwil
5746,47.328668,7.94371,Walterswil SO
1187,46.494458,6.299171,Saint-Oyens
6000,47.04713582,8.325215362,Luzern
6000,47.04713582,8.325215362,Luzern 1 Annahme
6000,47.04713582,8.325215362,Luzern 4
6000,47.04713582,8.325215362,Luzern 5
6000,47.04713582,8.325215362,Luzern 6
6000,47.04713582,8.325215362,Luzern 7
1189,46.515617,6.324991,Saubraz
6000,47.04713582,8.325215362,Luzern 10
6000,47.04713582,8.325215362,Luzern 11
6000,47.04713582,8.325215362,Luzern 14
6000,47.04713582,8.325215362,Luzern 15
6000,47.04713582,8.325215362,Luzern 16
1188,46.52668052,6.289369752,Gimel
6000,47.04713582,8.325215362,Luzern 2 Zust
6002,47.049541,8.30437,Luzern Swisscom
6000,47.04713582,8.325215362,Luzern Dist Ba
6002,47.049541,8.30437,Luzern
6003,47.04713582,8.325215362,Luzern
6004,47.04713582,8.325215362,Luzern
6005,47.04713582,8.325215362,Luzern
1195,46.431822,6.289946,Dully-Bursinel
6006,47.049545,8.304375,Luzern
6010,47.02074957,8.258949547,Kriens
6012,47.033384,8.255031,Obernau
6013,47.017207,8.219494187,Eigenthal
6014,47.06066176,8.251503188,Littau
6015,47.065028,8.281367,Reussbühl
6016,47.06646,8.202440495,Hellbühl
6017,47.0774783,8.135911811,Ruswil
6019,47.064206,8.133496,Sigigen
6018,47.11423745,8.092298571,Buttisholz
1196,46.41975045,6.272911593,Gland
6020,47.041863,8.16457,Emmenbrücke
6020,47.041863,8.16457,Emmenbrücke 1
6020,47.041863,8.16457,Emmenbrücke 2
6020,47.041863,8.16457,Emmenbrücke 3
6020,47.041863,8.16457,Emmenbrücke SB
6022,47.13347775,8.054898803,Grosswangen
6023,47.10470743,8.263582002,Rothenburg
6024,47.14737085,8.231841167,Hildisrieden
6025,47.17562744,8.210307198,Neudorf
1197,46.40070928,6.255107596,Prangins
6026,47.13162483,8.263140093,Rain
6027,47.170303,8.253885,Römerswil
6028,47.197852,8.230507,Herlisberg
6030,47.07824747,8.331551076,Ebikon
6032,47.0865605,8.286260472,Emmen
6033,47.10174111,8.34796428,Buchrain
6034,47.12877057,8.368473876,Inwil
6035,47.123109,8.37065667,Perlen
6036,47.09417544,8.3726949,Dierikon
6037,47.11129001,8.388556892,Root
6038,47.1239,8.402839,Gisikon
6042,47.147907,8.395151,Dietwil
6043,47.0723234,8.368468818,Adligenswil
6044,47.09101127,8.399697544,Udligenswil
6045,47.05142281,8.372252849,Meggen
6047,47.021619,8.331412418,Kastanienbaum
6048,47.01339591,8.310767576,Horw
6052,46.979422,8.257239,Hergiswil NW
6053,46.972378,8.284454695,Alpnachstad
6055,46.93876,8.270385,Alpnach
6056,46.92166,8.26272,Kägiswil
6060,46.89844764,8.176482869,Sarnen
6060,46.89844764,8.176482869,Ramersberg
6068,46.773405,8.270147,Melchsee-Frutt
6062,46.88066,8.224043,Wilen (Sarnen)
6063,46.886616,8.211209,Stalden (Sarnen)
6064,46.83984836,8.301374694,Kerns
6066,46.87474,8.281238,St. Niklausen OW
6067,46.860868,8.279129226,Melchtal
6072,46.83407043,8.24628669,Sachseln
6073,46.872876,8.269222,Flüeli-Ranft
6074,46.83585279,8.118860648,Giswil
6078,46.792809,8.167077,Bürglen OW
6078,46.792809,8.167077,Lungern
3860,46.71851731,8.134398366,Brünig
6083,46.750395,8.175425,Hasliberg Hohfluh
6084,46.746919,8.196211,Hasliberg
6085,46.73958,8.198599,Hasliberg Goldern
6086,46.732661,8.209552,Hasliberg Reuti
6010,47.02074957,8.258949547,Pilatus Kulm
6102,47.04282767,8.190168234,Malters
6103,46.99973,8.182446,Schwarzenberg
6105,47.03598,8.14518,Schachen LU
1200,46.20577413,6.14139354,Genève
6106,47.037715,8.10664,Werthenstein
6110,47.05319473,8.056687078,Wolhusen
6114,47.042049,8.0476,Steinhuserberg
6110,47.05319473,8.056687078,Fontannen
6112,47.012996,8.050845,Doppleschwand
6113,47.000749,7.99756,Romoos
6122,47.06737453,8.030453316,Menznau
6123,47.090733,8.056316,Geiss
1200,46.20577413,6.14139354,Genève 1
6125,47.036931,7.997141,Menzberg
6126,47.09674,8.013274,Daiwil
6130,47.10194697,7.986122571,Willisau Stadt
6132,47.08295,7.98589,Rohrmatt
6133,47.06047,7.955306,Hergiswil b. Willisau
6142,47.13858481,7.96672315,Gettnau
6143,47.164099,7.952664,Ohmstal
1200,46.20577413,6.14139354,Genève 2 Dépôt
6144,47.135116,7.919624,Zell LU
6145,47.151788,7.905574,Fischbach
6146,47.174836,7.89551,Grossdietwil
6147,47.18971931,7.88425623,Altbüron
6152,47.127547,7.906764,Hüswil
6153,47.116003,7.894168,Ufhusen
6154,47.084495,7.914875,Hofstatt
6156,47.05143457,7.907848718,Luthern
6160,46.992149,8.06498,Entlebuch AVAG
1200,46.20577413,6.14139354,Genève 3
6162,46.97618588,8.107875516,Entlebuch
6163,47.023277,8.078457,Ebnet
