plz,lat,lon,ort
7526,46.64001,10.02166,Cinuos-chel
7527,46.642895,10.03161368,Brail
7530,46.67138477,10.12290469,Zernez
1219,46.191968,6.121878744,Châtelaine
7532,46.640424,10.303426,Tschierv
7533,46.605615,10.354108,Fuldera
7534,46.629262,10.37716,Lü
7535,46.61526,10.381365,Valchava
1219,46.191968,6.121878744,Châtelaine Cases
7536,46.601148,10.423628,Sta. Maria V. M.
7537,46.58771594,10.35916753,Müstair
7542,46.750451,10.020701,Susch
7543,46.774763,10.108136,Lavin
7545,46.802669,10.15156,Guarda
7546,46.775559,10.18646,Ardez
7550,46.73460718,10.32764543,Scuol
7551,46.82585176,10.22915034,Ftan
7552,46.781321,10.27761469,Vulpera
7553,46.754653,10.251348,Tarasp
7554,46.82514598,10.34181919,Sent
7554,46.82514598,10.34181919,Crusch
7556,46.861274,10.363145,Ramosch
1220,46.221174,6.107849,Les Avanchets
7557,46.84259,10.36479,Vnà
7558,46.862493,10.435203,Strada
7559,46.89173,10.430914,Tschlin
7560,46.882629,10.46676816,Martina
7562,46.959915,10.397504,Samnaun-Compatsch
7563,46.944497,10.361301,Samnaun
7602,46.382038,9.666679286,Casaccia
1222,46.2314,6.199607186,Vésenaz
7603,46.348103,9.640319,Vicosoprano
7604,46.351341,9.598500593,Borgonovo
7605,46.354103,9.615624,Stampa
7606,46.315632,9.576655,Promontogno
7610,46.369744,9.535879,Soglio
7608,46.344886,9.517154,Castasegna
7742,46.35254742,10.06173146,Poschiavo
7742,46.35254742,10.06173146,Sfazù
7742,46.35254742,10.06173146,La Rösa
7743,46.255624,10.119972,Brusio
7747,46.236462,10.19617728,Viano
7744,46.233319,10.12624513,Campocologno
7710,46.424006,10.0326596,Ospizio Bernina
7741,46.35791,10.069044,S. Carlo GR
7710,46.424006,10.0326596,Alp Grüm
7745,46.310654,10.063312,Li Curt
7746,46.302017,10.08404231,Le Prese
1223,46.21764993,6.185283333,Cologny
7748,46.251686,10.11234461,Campascio
8000,47.360508,8.475219,Zürich
8001,47.38282396,8.530806726,Zürich
8002,47.37706,8.53955,Zürich
8003,47.37706,8.53955,Zürich
8004,47.38282396,8.530806726,Zürich
1224,46.19355985,6.181502641,Chêne-Bougeries
8005,47.38282396,8.530806726,Zürich
8006,47.37706,8.53955,Zürich
8008,47.37706,8.53955,Zürich
8010,47.369091,8.53801,Zürich
8010,47.369091,8.53801,Zürich Mü Ann.
1225,46.19739082,6.196823934,Chêne-Bourg
8020,47.347652,8.521137,Zürich 1
8016,47.369148,8.540992,Zürich 16 Zust
8080,47.347652,8.521137,Zürich 80
1226,46.19607055,6.204421635,Thônex
8021,47.369148,8.540992,Zürich 1 Sihlpost
8021,47.369148,8.540992,Zürich
8022,47.38282396,8.530806726,Zürich
8023,47.38282396,8.530806726,Zürich
1227,46.180452,6.145072,Carouge GE
8024,47.38282396,8.530806726,Zürich
8026,47.38282396,8.530806726,Zürich
8027,47.38282396,8.530806726,Zürich
8030,47.369091,8.53801,Zürich
1227,46.180452,6.145072,Les Acacias
8031,47.38282396,8.530806726,Zürich
8032,47.38282396,8.530806726,Zürich
8032,47.38282396,8.530806726,Zürich 32 Zust
8033,47.38282396,8.530806726,Zürich
8034,47.38282396,8.530806726,Zürich
8035,47.369091,8.53801,Zürich
8036,47.38282396,8.530806726,Zürich
8037,47.39698,8.52301,Zürich
8038,47.38282396,8.530806726,Zürich
8039,47.369091,8.53801,Zürich
8040,47.38282396,8.530806726,Zürich
8041,47.38282396,8.530806726,Zürich
8042,47.38282396,8.530806726,Zürich
8043,47.369091,8.53801,Zürich
8044,47.38282396,8.530806726,Zürich
8045,47.38282396,8.530806726,Zürich
8046,47.38282396,8.530806726,Zürich
8047,47.38282396,8.530806726,Zürich
8048,47.38282396,8.530806726,Zürich
8049,47.38282396,8.530806726,Zürich
8050,47.38282396,8.530806726,Zürich
8050,47.38282396,8.530806726,Zürich Dist Ba
1228,46.16394806,6.118843064,Plan-les-Ouates
8051,47.38282396,8.530806726,Zürich
8052,47.38282396,8.530806726,Zürich
8053,47.38282396,8.530806726,Zürich
8055,47.38282396,8.530806726,Zürich
8057,47.38282396,8.530806726,Zürich
8058,47.38282396,8.530806726,Zürich
1231,46.188855,6.17799,Conches
8061,47.369091,8.53801,Zürich
8063,47.38282396,8.530806726,Zürich
8064,47.398201,8.48525,Zürich
8065,47.38282396,8.530806726,Zürich
8088,47.3461,8.51975,Zürich Jelmoli
8090,47.369091,8.53801,Zürich
1232,46.17423625,6.088788861,Confignon
8091,47.369091,8.53801,Zürich
8092,47.369091,8.53801,Zürich
8093,47.38282396,8.530806726,Zürich
8099,47.369091,8.53801,Zürich
8102,47.41023174,8.466061023,Oberengstringen
8103,47.40977393,8.437201579,Unterengstringen
8104,47.418226,8.407152,Weiningen ZH
8105,47.43987625,8.471423078,Regensdorf
8105,47.43987625,8.471423078,Regensdorf 1
8105,47.43987625,8.471423078,Watt
1233,46.1784683,6.068150544,Bernex
8106,47.451469,8.46381,Regensdorf 2
8107,47.454547,8.431403,Buchs ZH
8108,47.43938052,8.432509118,Dällikon
8112,47.46440975,8.390077952,Otelfingen
8113,47.462198,8.399753,Boppelsen
8114,47.440972,8.405147,Dänikon
8115,47.440098,8.388277,Hüttikon
5436,47.44724498,8.363803504,Würenlos
8117,47.36952457,8.635698676,Fällanden
8121,47.360535,8.633565,Benglen
8122,47.357367,8.627625,Binz
8123,47.350505,8.643765,Ebmatingen
8124,47.33607622,8.660079873,Maur
8125,47.346399,8.601511,Zollikerberg
8126,47.33415314,8.626259899,Zumikon
8127,47.32535,8.650612,Forch
8132,47.294239,8.696646,Hinteregg
8132,47.294239,8.696646,Egg
8133,47.287265,8.71063,Esslingen
8134,47.30935896,8.521348013,Adliswil
1234,46.171975,6.15828,Vessy
8134,47.30935896,8.521348013,Adliswil 1
8134,47.30935896,8.521348013,Adliswil 2
8135,47.27974414,8.530159098,Langnau am Albis
8136,47.284559,8.550127,Gattikon
8143,47.320306,8.490293,Uetliberg
8142,47.366404,8.458445,Uitikon
8143,47.320306,8.490293,Stallikon
8152,47.403369,8.560036312,Glattbrugg
8152,47.403369,8.560036312,Opfikon
8153,47.44711515,8.529479775,Rümlang
1236,46.177062,6.02879,Cartigny
8154,47.477614,8.53229,Oberglatt
8155,47.46881271,8.490403198,Niederhasli
8156,47.465512,8.500062,Oberhasli
8157,47.47646366,8.45454285,Dielsdorf
8158,47.482424,8.430073,Regensberg
8162,47.49770731,8.44341612,Steinmaur
8164,47.528083,8.42938,Bachs
8165,47.50368941,8.419195631,Schöfflisdorf
1237,46.16748616,5.99822843,Avully
8166,47.50291175,8.375120474,Niederweningen
8172,47.492037,8.498897,Niederglatt
8173,47.50987324,8.475500329,Neerach
8174,47.53797451,8.470234319,Stadel
8175,47.528796,8.464355191,Windlach
8180,47.52804237,8.540821246,Bülach
8181,47.50749638,8.50253879,Höri
8182,47.52842101,8.509057392,Hochfelden
1239,46.275893,6.117638,Collex-Bossy
8184,47.50181254,8.545650466,Bachenbülach
8185,47.48602899,8.558499034,Winkel
8192,47.56063853,8.496448122,Glattfelden
8193,47.57333367,8.526188557,Eglisau
8194,47.593596,8.496619,Hüntwangen
8195,47.589588,8.472177,Wasterkingen
8196,47.606998,8.492187,Wil ZH
8197,47.61313142,8.543641625,Rafz
8200,47.71569684,8.641221951,Schaffhausen
1241,46.21082563,6.231986225,Puplinge
8200,47.71569684,8.641221951,Schaffh 1 Zust
8201,47.71569684,8.641221951,Schaffhausen
8202,47.695304,8.631561,Schaffhausen
8203,47.71569684,8.641221951,Schaffhausen
8204,47.71569684,8.641221951,Schaffhausen
8205,47.695304,8.631561,Schaffhausen
1242,46.21407766,6.03656499,Satigny
8207,47.71569684,8.641221951,Schaffhausen
8208,47.695304,8.631561,Schaffhausen
8219,47.669676,8.424761,Trasadingen
8228,47.765635,8.544145,Beggingen
8231,47.736128,8.564885,Hemmental
8234,47.736573,8.657319,Stetten SH
8235,47.751666,8.656876,Lohn SH
8236,47.752763,8.642789,Opfertshofen SH
1243,46.218979,6.259671,Presinge
8236,47.752763,8.642789,Büttenhardt
8242,47.76454,8.668119,Bibern SH
8242,47.76454,8.668119,Hofen
8243,47.787276,8.6395,Altdorf SH
8239,47.709017,8.714232,Dörflingen
8212,47.665162,8.599941087,Neuhausen am Rheinfall
8212,47.665162,8.599941087,Neuhausen 1
8212,47.665162,8.599941087,Neuhausen 2
8213,47.68203663,8.512004698,Neunkirch
8214,47.71720264,8.499357025,Gächlingen
1244,46.226117,6.221099,Choulex
8215,47.70047697,8.443278096,Hallau
8216,47.710596,8.474207,Oberhallau
8217,47.66321484,8.478022611,Wilchingen
8218,47.670086,8.482015332,Osterfingen
8222,47.70442548,8.57701896,Beringen
8223,47.67909,8.552628,Guntmadingen
8224,47.70334186,8.546730663,Löhningen
8225,47.721727,8.52301,Siblingen
8226,47.74867022,8.494661706,Schleitheim
1245,46.249268,5.937532,Collonge-Bellerive
8232,47.759984,8.600857,Merishausen
8233,47.790855,8.576867,Bargen SH
8240,47.74526448,8.707805337,Thayngen
8241,47.760055,8.720901,Barzheim
8245,47.68577888,8.65188614,Feuerthalen
8246,47.68394,8.663105,Langwiesen
8247,47.68237279,8.636873382,Flurlingen
8252,47.663957,8.665727,Schlatt TG
1246,46.261396,6.213982,Corsier GE
8254,47.665489,8.752602543,Basadingen-Schlattingen
8259,47.644722,8.815976175,Kaltenbach
8253,47.68104651,8.744977766,Bezirk Diessenhofen
8255,47.667817,8.748116466,Schlattingen
8259,47.644722,8.815976175,Etzwilen
8260,47.66659814,8.858005486,Stein am Rhein
8259,47.644722,8.815976175,Wagenhausen
1247,46.27469493,6.233051499,Anières
8261,47.685952,8.839314,Hemishofen
8262,47.70483141,8.814893223,Ramsen
8263,47.714271,8.778632,Buch SH
8264,47.63583435,8.872018214,Eschenz
8265,47.641861,8.918147,Mammern
8266,47.65824422,8.990803595,Steckborn
8267,47.664401,9.023712,Berlingen
8268,47.659369,9.054448,Mannenbach-Salenst
8272,47.65608302,9.09207067,Ermatingen
8273,47.661895,9.10796,Triboltingen
1248,46.29356578,6.24455471,Hermance
8274,47.64786456,9.132431405,Tägerwilen
8280,47.63974577,9.172997371,Kreuzlingen
8280,47.63974577,9.172997371,Kreuzlingen 1
8280,47.63974577,9.172997371,Kreuzlingen 2
8280,47.63974577,9.172997371,Kreuzlingen 3
8301,47.408501,8.594175,Glattzentrum
8302,47.45800746,8.585378262,Kloten
1251,46.245581,6.267874,Gy
8303,47.44037945,8.630548609,Bassersdorf
8304,47.41737099,8.594983806,Wallisellen
8305,47.42393834,8.615410363,Dietlikon
8306,47.440414,8.635737451,Brüttisellen
8307,47.434971,8.682287034,Effretikon
8315,47.44412409,8.682436076,Lindau
8308,47.385014,8.728680517,Illnau-Effretikon
8308,47.385014,8.728680517,Agasul
8309,47.45749127,8.649320031,Nürensdorf
8310,47.448444,8.698245606,Kemptthal
1252,46.2430108,6.234925817,Meinier
8312,47.457504,8.685641,Winterberg ZH
8311,47.47481375,8.672527751,Brütten
8307,47.434971,8.682287034,Ottikon b.Kemptth.
8314,47.452707,8.748518,Kyburg
8130,47.329464,8.623837,Zumikon Y. Rocher
8320,47.38729056,8.750090427,Fehraltorf
8489,47.419259,8.819831,Wildberg
8322,47.409672,8.79097,Madetswil
8330,47.36732,8.795583,Pfäffikon
1253,46.21897486,6.203494081,Vandoeuvres
8331,47.34325,8.807345,Auslikon
8332,47.40114943,8.787898234,Russikon
8335,47.36628554,8.829368345,Hittnau
8340,47.30148131,8.852915565,Hinwil
8342,47.300698,8.866892795,Wernetshausen
8344,47.33769352,8.872318242,Bäretswil
8345,47.338177,8.847151,Adetswil
8352,47.50259669,8.808091259,Räterschen
1254,46.23967,6.278012,Jussy
8353,47.49137959,8.864740641,Elgg
8354,47.473501,8.855566,Hofstetten ZH
8355,47.49315671,8.910367396,Aadorf
8356,47.48056,8.905244,Ettenhausen TG
8357,47.47188,8.92446,Guntershausen
8360,47.458107,8.962208,Eschlikon
8362,47.449483,8.929924,Balterswil
8363,47.448314,8.900608648,Bichelsee
1255,46.17163089,6.166665199,Veyrier
8370,47.45452946,9.00231419,Sirnach
8372,47.45178,8.980261,Wiezikon b.Sirnach
8374,47.430317,8.961124,Oberwangen TG
8374,47.430317,8.961124,Dussnang
8376,47.415786,8.957293,Fischingen
8376,47.415786,8.957293,Au TG
1256,46.15883839,6.150849424,Troinex
8400,47.4967529,8.734308291,Winterthur
8400,47.4967529,8.734308291,Winterthur 1 Zust
8400,47.4967529,8.734308291,Winterthur Kaserne
1257,46.143149,6.113698,La Croix-de-Rozon
8401,47.49853,8.73299,Winterthur
8402,47.4967529,8.734308291,Winterthur
8404,47.4967529,8.734308291,Winterthur
8405,47.4967529,8.734308291,Winterthur
1258,46.155963,6.084668,Perly
8406,47.4967529,8.734308291,Winterthur
8408,47.4967529,8.734308291,Winterthur
8409,47.4967529,8.734308291,Winterthur
8410,47.499882,8.72616,Winterthur
8411,47.4967529,8.734308291,Winterthur
8412,47.541797,8.681234,Aesch b.Neftenbach
8413,47.53754415,8.666686133,Neftenbach
8414,47.534724,8.976368,Buch am Irchel
8415,47.56165,8.592867,Berg am Irchel
1260,46.38635168,6.226237398,Nyon
8415,47.56165,8.592867,Gräslikon
8416,47.5846989,8.605300533,Flaach
8418,47.485415,8.76274,Schlatt ZH
8422,47.51119013,8.642569218,Pfungen
8421,47.525957,8.622394,Dättlikon
8423,47.520445,8.59414,Embrach-Embraport
8424,47.50850914,8.597627677,Embrach
8425,47.488251,8.633648,Oberembrach
8426,47.48336437,8.593519512,Lufingen
1260,46.38635168,6.226237398,Nyon 1 Dist
8427,47.53366,8.572941,Rorbas-Freienstein
8428,47.549358,8.56605,Teufen ZH
8192,47.56063853,8.496448122,Zweidlen
8187,47.555677,8.439356,Weiach
5466,47.563979,8.41681,Kaiserstuhl
5467,47.556832,8.404164,Fisibach
5332,47.566613,8.277489,Rekingen AG
5330,47.595567,8.292674,Zurzach
5323,47.598566,8.269025,Rietheim
5464,47.559805,8.378973,Rümikon
5465,47.563315,8.345048,Mellikon
5463,47.552083,8.363365,Wislikofen
5462,47.5432,8.37999,Siglistorf
5333,47.554707,8.313637,Baldingen
5334,47.549194,8.332774,Böbikon
8442,47.54952097,8.706380137,Hettlingen
8444,47.56245712,8.683828339,Henggart
8447,47.66040609,8.624826291,Dachsen
8248,47.666043,8.633337645,Laufen-Uhwiesen
8450,47.59283972,8.67559585,Andelfingen
8453,47.60052,8.650642313,Alten
8451,47.601506,8.670316,Kleinandelfingen
8452,47.582147,8.702667,Adlikon
8457,47.572748,8.674397,Humlikon
8458,47.569517,8.64826,Dorf
8459,47.574892,8.627203,Volken
8454,47.575954,8.555935,Buchberg
8455,47.583068,8.568343,Rüdlingen
8460,47.61820924,8.638310304,Marthalen
8464,47.6048,8.600496,Ellikon am Rhein
8461,47.62343,8.676005,Oerlingen
8465,47.640425,8.67333,Rudolfingen
8466,47.641185,8.685164,Trüllikon
8462,47.62925483,8.614540614,Rheinau
8463,47.654103,8.641886,Benken ZH
8472,47.53424457,8.726233642,Seuzach
8404,47.4967529,8.734308291,Reutlingen
8474,47.55624,8.763356,Dinhard
8475,47.61282492,8.721289217,Ossingen
8476,47.646451,8.789725,Unterstammheim
8477,47.62739797,8.804001593,Oberstammheim
8471,47.562198,8.72403,Rutschwil-Dägerlen
1277,46.38099731,6.179051184,Borex
8478,47.578346,8.744332,Thalheim an der Thur
8479,47.574943,8.778956,Altikon
8467,47.627455,8.728055,Truttikon
8468,47.6239,8.764958,Guntalingen
8468,47.6239,8.764958,Waltalingen
8482,47.468268,8.757333,Sennhof
8483,47.447664,8.784904567,Kollbrunn
8484,47.43039974,8.773433063,Weisslingen
8484,47.43039974,8.773433063,Neschwil
8484,47.43039974,8.773433063,Theilingen
1278,46.390237,6.120058,La Rippe
8486,47.449446,8.793556,Rikon im Tösstal
8487,47.45419,8.789099622,Rämismühle
8487,47.45419,8.789099622,Zell ZH
8488,47.43232571,8.879834509,Turbenthal
8492,47.40902709,8.860922316,Wila
8493,47.377155,8.84751607,Saland
8494,47.37326182,8.883981005,Bauma
8496,47.350769,8.93504,Steg im Tösstal
8497,47.331465,8.94141,Fischenthal
8498,47.30585,8.92192,Gibswil-Ried
1279,46.34006328,6.154304805,Chavannes-de-Bogis
8495,47.414932,8.903596,Schmidrüti
8499,47.387724,8.914556,Sternenberg
8500,47.55803542,8.896555733,Frauenfeld
8500,47.55803542,8.896555733,Frauenfeld 1
8500,47.55803542,8.896555733,Gerlikon
8500,47.55803542,8.896555733,Frauenfeld 1 Zust
8501,47.55549,8.89723,Frauenfeld
8502,47.55803542,8.896555733,Frauenfeld
8503,47.55803542,8.896555733,Frauenfeld
8505,47.60221844,8.952897418,Pfyn
8506,47.622605,8.93895,Lanzenneunforn
8507,47.633496,8.964153304,Hörhausen
1274,46.3965556,6.191530387,Grens
8508,47.63477,9.000702,Homburg
8512,47.54879593,8.976060179,Thundorf
8512,47.54879593,8.976060179,Lustdorf
8514,47.56191724,9.035551914,Amlikon-Bissegg
8522,47.526394,8.904262,Häuslenen
8523,47.516218,8.874479,Hagenbuch
1275,46.408585,6.147611,Chéserex
8524,47.583663,8.803604026,Uesslingen-Buch
8525,47.5963,8.77927,Niederneunforn
8526,47.606625,8.766975,Oberneunforn
8532,47.583687,8.880638,Warth-Weiningen
8524,47.583663,8.803604026,Buch b. Frauenfeld
8532,47.583687,8.880638,Weiningen TG
8535,47.604398,8.916377,Herdern
8536,47.612605,8.859964,Hüttwilen
1276,46.42625552,6.137962476,Gingins
8537,47.60943,8.817745,Nussbaumen TG
8542,47.52726079,8.79823573,Wiesendangen
8404,47.4967529,8.734308291,Stadel(Winterthur)
8544,47.528111,8.824267,Rickenbach-Attikon
8545,47.549116,8.765948,Rickenbach ZH
8546,47.55019,8.802952627,Islikon
8547,47.542198,8.852876,Gachnang
8548,47.56424,8.824143,Ellikon an der Thur
1270,46.41890441,6.19653716,Trélex
8552,47.57598713,8.940508637,Felben-Wellhausen
8553,47.574824,8.984755,Hüttlingen-Mettdf
8554,47.582523,9.043525,Müllheim-Wigoltgn
8554,47.582523,9.043525,Bonau
8555,47.602186,9.000159,Müllheim
8556,47.6005649,9.045782758,Wigoltingen
1271,46.429028,6.199702,Givrins
8564,47.626475,9.08585,Lipperswil
8558,47.63667,9.041764,Raperswilen
8269,47.65876,9.06779,Fruthwilen
8560,47.5888026,9.077669195,Märstetten
8561,47.59092,9.085175,Ottoberg
1272,46.4362731,6.220247814,Genolier
8565,47.598443,9.116234,Hugelshofen
8566,47.599925,9.141355,Dotnacht
8566,47.599925,9.141355,Neuwilen
8564,47.626475,9.08585,Engwilen
8564,47.626475,9.08585,Wäldi
8570,47.56980422,9.112292172,Weinfelden
8570,47.56980422,9.112292172,Hard b. Weinfelden
1273,46.486374,6.178289,Le Muids
8572,47.579542,9.154471,Berg TG
8573,47.619009,9.13398531,Siegershausen
8574,47.611107,9.199758,Lengwil
8574,47.611107,9.199758,Illighausen
8575,47.550516,9.15916,Bürglen TG
8576,47.566582,9.15719,Mauren TG
1273,46.486374,6.178289,Arzier
8577,47.515402,9.134981,Schönholzerswilen
9217,47.51119,9.172455,Neukirch an der Thur
8580,47.54279162,9.287493509,Amriswil
8580,47.54279162,9.287493509,Sommeri
8580,47.54279162,9.287493509,Dozwil
8581,47.537115,9.266155,Schocherswil
8588,47.517083,9.244024152,Zihlschlacht-Sitterdorf
1268,46.47153605,6.265162222,Burtigny
8589,47.504773,9.248669,Sitterdorf
8583,47.54233654,9.193458431,Sulgen
8583,47.54233654,9.193458431,Götighofen
8583,47.54233654,9.193458431,Donzhausen
8584,47.571796,9.188807,Leimbach TG
8584,47.571796,9.188807,Opfershofen TG
1261,46.49809636,6.225953606,Marchissy
8585,47.55884,9.220377698,Mattwil
8585,47.55884,9.220377698,Happerswil
8585,47.55884,9.220377698,Eggethof
8585,47.55884,9.220377698,Langrickenbach
8585,47.55884,9.220377698,Zuben
1261,46.49809636,6.225953606,Le Vaud
8586,47.55098131,9.236367793,Erlen
8586,47.55098131,9.236367793,Andwil TG
8586,47.55098131,9.236367793,Kümmertshausen
8586,47.55098131,9.236367793,Riedt b. Erlen
8587,47.57141,9.267595232,Oberaach
8590,47.56353639,9.35680208,Romanshorn
8590,47.56353639,9.35680208,Romanshorn 1
1269,46.489365,6.199102,Bassins
8599,47.551491,9.365948,Salmsach
8592,47.57699319,9.338321154,Uttwil
8593,47.58756606,9.313288945,Kesswil
8594,47.59643906,9.286750697,Güttingen
8595,47.60732691,9.26155152,Altnau
8596,47.624998,9.23384,Scherzingen
8597,47.624653,9.248291,Landschlacht
8598,47.63339786,9.210349797,Bottighofen
8600,47.39052877,8.617305863,Dübendorf
1261,46.49809636,6.225953606,Longirod
8600,47.39052877,8.617305863,Dübendorf 1
8600,47.39052877,8.617305863,Dübendorf 2
8602,47.410697,8.634568,Wangen-Brüttisellen
8603,47.38180702,8.656004859,Schwerzenbach
8604,47.39258461,8.689601721,Volketswil
8605,47.384597,8.716292,Gutenswil
8606,47.352747,8.675075,Nänikon
8606,47.352747,8.675075,Greifensee
8607,47.338181,8.767201,Seegräben
1188,46.52668052,6.289369752,Saint-George
8608,47.26647711,8.808255658,Bubikon
8610,47.35315638,8.721694684,Uster
8610,47.35315638,8.721694684,Uster 1
8612,47.34967,8.71942,Uster 2
8613,47.34967,8.71942,Uster 3
8614,47.3208,8.75746,Bertschikon
8615,47.362165,8.746713,Wermatswil
8616,47.332938,8.711806,Riedikon
8617,47.31278344,8.723367355,Mönchaltorf
8618,47.27395464,8.723660703,Oetwil am See
1262,46.381487,6.203942,Eysins
8620,47.320808,8.80395,Wetzikon ZH
8620,47.320808,8.80395,Wetzikon ZH 1
8621,47.322418,8.79792,Wetzikon ZH 4
8622,47.322418,8.79792,Wetzikon ZH
8623,47.32996,8.81827,Wetzikon ZH
8624,47.310776,8.780595,Grüt (Gossau ZH)
8625,47.29906,8.754582,Gossau ZH
8626,47.293428,8.777434,Ottikon
8627,47.27940513,8.7619384,Grüningen
1263,46.372818,6.167521,Crassier
8630,47.258033,8.852739,Rüti ZH
8632,47.267617,8.849812623,Tann
8633,47.257174,8.801215,Wolfhausen
8634,47.25267104,8.768834468,Hombrechtikon
8635,47.27572209,8.853950898,Dürnten
8636,47.2746083,8.9142662,Wald ZH
8639,47.2764467,8.9422486,Faltigberg
8637,47.269387,8.939035,Laupen ZH
8638,47.276634,8.970915,Goldingen
8640,47.222914,8.815655083,Rapperswil SG
1264,46.449549,6.128801,Saint-Cergue
8640,47.222914,8.815655083,Kempraten
8640,47.222914,8.815655083,Rapperswil SG Zust
8650,47.230698,8.864419,Jona Dist Ba
8645,47.23314808,8.859440753,Jona
8646,47.23114,8.885865,Wagen
8700,47.318781,8.614871,Küsnacht ZH
8702,47.34324289,8.594799929,Zollikon
8702,47.34324289,8.594799929,Zollikon Dorf
8702,47.34324289,8.594799929,Zollikon Station
8703,47.303978,8.597427,Erlenbach ZH
8704,47.29715828,8.630275217,Herrliberg
8706,47.28044602,8.652563415,Meilen
8706,47.28044602,8.652563415,Feldmeilen
8707,47.27027527,8.681811016,Uetikon am See
8708,47.25963458,8.699921259,Männedorf
8712,47.24648441,8.733847556,Stäfa
8713,47.230515,8.748968137,Uerikon
8714,47.254467,8.780671088,Feldbach
8715,47.219347,8.895041,Bollingen
1265,46.466839,6.088994792,La Cure
8716,47.22591357,8.947335673,Schmerikon
8717,47.1984761,8.90044769,Benken SG
8718,47.17267137,9.066967215,Schänis
8722,47.21002232,9.049284302,Kaltbrunn
8723,47.185734,9.049929491,Rufi
8725,47.242442,9.01335,Ernetschwil
8726,47.278838,9.069531,Ricken SG
8727,47.27047,9.01257,Walde SG
8730,47.22654058,8.981517614,Uznach
8732,47.2492,8.94469,Neuhaus SG
1266,46.409134,6.228512,Duillier
8733,47.2401739,8.9217296,Eschenbach SG
8734,47.24507,8.88478,Ermenswil
8735,47.26851619,9.000343528,St.Gallenkappel
8735,47.26851619,9.000343528,Rüeterswil
8737,47.24168099,9.043499693,Gommiswald
8738,47.241534,9.025796,Uetliburg SG
8739,47.223004,9.073446,Rieden
8740,47.2243,8.98408,Uznach Vögele AG
8750,47.02098996,8.979170176,Glarus
8750,47.02098996,8.979170176,Riedern
8750,47.02098996,8.979170176,Klöntal
8751,46.877611,8.899539732,Urnerboden
8752,47.08226582,9.006532737,Näfels
8753,47.09520489,9.092447807,Mollis
8754,47.06382913,9.041899559,Netstal
8755,47.04453095,9.098877562,Ennenda
8756,47.0128,9.079602,Mitlödi
8762,47.002086,9.105708,Schwanden GL
1267,46.419989,6.236938,Vich-Coinsins
8762,47.002086,9.105708,Schwändi
8762,47.002086,9.105708,Sool
8765,46.995174,9.165894,Engi
8766,46.969046,9.192651,Matt
8767,46.906329,9.161195,Elm
8772,46.989844,9.043728,Nidfurn
8773,46.958228,9.068671,Haslen
1268,46.47153605,6.265162222,Begnins
8775,46.948226,9.030202121,Luchsingen
8775,46.948226,9.030202121,Hätzingen
8777,46.930145,9.049781,Diesbach GL
8782,46.930794,9.020807,Rüti GL
8783,46.86345185,8.979279035,Linthal
8784,46.94613136,8.982845875,Braunwald
8800,47.28750766,8.559196673,Thalwil
8802,47.314448,8.5406,Kilchberg ZH
8803,47.30432083,8.547011394,Rüschlikon
8804,47.245913,8.649359,Au ZH
8805,47.20076494,8.686793775,Richterswil
8805,47.20076494,8.686793775,Richterswil Burghd
8806,47.201328,8.72789,Bäch SZ
8807,47.19591603,8.771117457,Freienbach
8808,47.201382,8.77814,Pfäffikon SZ
8810,47.24868203,8.584926239,Horgen
8810,47.24868203,8.584926239,Horgen 1
1281,46.193173,6.013753,Russin
8812,47.24868203,8.584926239,Horgen
8813,47.24868203,8.584926239,Horgen
8815,47.247635,8.58801,Horgenberg
8816,47.21965745,8.600665476,Hirzel
8820,47.22492861,8.65218528,Wädenswil
8824,47.266247,8.320545,Schönenberg ZH
8825,47.125447,8.690629,Hütten
8832,47.18795884,8.70209617,Wollerau
8833,47.203436,8.685559381,Samstagern
1283,46.198632,5.988675,Dardagny
8834,47.166061,8.691120529,Schindellegi
8835,47.17474119,8.731501583,Feusisberg
8836,47.148445,8.729785,Bennau
8840,47.1173741,8.779352127,Einsiedeln
8840,47.1173741,8.779352127,Trachslau
8849,47.075642,8.714592,Alpthal
8846,47.132145,8.792085,Willerzell
8847,47.161812,8.78307,Egg SZ
1283,46.198632,5.988675,La Plaine
8841,47.118998,8.775226,Gross
8844,47.100054,8.816912563,Euthal
8845,47.07243,8.84,Studen SZ
8842,47.04803785,8.831663809,Unteriberg
8843,47.03024767,8.782188624,Oberiberg
8852,47.17094134,8.828319643,Altendorf
8853,47.193106,8.866754,Lachen
8854,47.1813341,8.8741829,Siebnen
8854,47.1813341,8.8741829,Galgenen
1284,46.148131,5.979862,Chancy
8855,47.1922754,8.8942252,Wangen SZ
8856,47.1998115,8.940035835,Tuggen
8857,47.1262575,8.889473903,Vorderthal
8858,47.084618,8.917669,Innerthal
8862,47.15487896,8.933457407,Schübelbach
8863,47.175179,8.95279,Buttikon SZ
8864,47.161098,8.974157,Reichenburg
8865,47.14784098,9.007992662,Bilten
8866,47.114104,9.045660667,Ziegelbrücke
1285,46.148537,5.999065,Avusy
8867,47.12686524,9.023413142,Niederurnen
8868,47.11125272,9.017756763,Oberurnen
8872,47.14267538,9.093506108,Weesen
8873,47.16019835,9.166563471,Amden
8874,47.098133,9.174733,Mühlehorn
8758,47.092648,9.153706,Obstalden
8757,47.099116,9.124813,Filzbach
8877,47.117244,9.217564961,Murg
8878,47.083755,9.216752269,Quinten
1286,46.147695,6.04707,Soral
